cluster_id	gene	specificity_ratio	mean_expression	pval_adj	logfc
1	0	SSPN	2297321342.25345	2.29732134225345	0.000474942173732042	0.528836612826715
2	0	CLN3	1.22102290496265	1.99342787850076	0.00170355283240934	0.526885084077595
3	0	TMEM45A	1.05845630566346	2.94669745723866	0.0204864981994831	0.52264573972983
4	0	APOBEC3G	0.972160787972537	1.92374092366286	0.0420646708475031	0.521257496097655
5	0	TCTA	0.889833765421377	2.94713077906652	0.0261893943314922	0.522179668819063
6	0	ABCF2	0.856351687730794	1.6952287681964	5.03441760188817e-05	0.531974092971332
7	0	AGA	0.782839502694591	2.59256597283358	0.00284452536490849	0.526064274194093
8	0	POLR2J3	0.761872681572074	2.40307892676007	4.54753979905435e-42	0.591080825686693
9	0	KDELR3	0.733853569049164	3.65107068599919	3.71413911482417e-10	0.545026679107608
10	0	IFNAR2	0.71832681028672	2.05950178176468	0.0367131108741152	0.521532698988966
11	0	NTPCR	0.672032725821939	3.46659221705015	0.00258981301284857	0.526219135805336
12	0	ZNHIT2	0.668813961026212	2.72163254219092	0.0157408502083357	0.523131748840844
13	0	SNRNP25	0.653328543318899	2.98025514929232	0.0154143373333915	0.523171501401587
14	0	TAF12	0.644869697761542	3.97338899139943	2.44525721775745e-06	0.535759998063146
15	0	SARNP	0.624543798203998	3.31558652936676	0.000125865844436725	0.530726097859535
16	0	TSNAX	0.62379246351949	2.83726863913619	7.11183087876763e-14	0.552513875779935
17	0	RPA3	0.602148478922078	3.49058905478408	8.49812829177453e-09	0.541962140577563
18	0	DTYMK	0.597500714146962	2.80022978288131	0.00299815693360769	0.525979134363841
19	0	MRPL49	0.558550915328425	3.46816338043821	5.11724682566775e-05	0.531950749177874
20	0	NPRL2	0.535504195607838	2.94700246134383	0.00433122407665077	0.525369471259363
21	0	ABHD14A	0.535209550595909	2.59285753117952	0.00258872325951924	0.526220188443237
22	0	APOL1	0.501866137161381	2.59107794395457	0.0127249630251677	0.523515683035372
23	0	KMT2E-AS1	0.474792894405567	3.53823274616089	0.0470451927273509	0.521033036545173
24	0	AK1	0.47036097577615	3.62734396870335	2.8252189484166e-10	0.545287547547499
25	0	KTI12	0.457955312423544	2.67974025186988	0.0241669975522582	0.522333477792405
26	0	IFTAP	0.45642282960115	3.0143844455983	0.00905455232841191	0.524111011688429
27	0	CCDC28A	0.456010987923605	2.76004517227357	0.0212209279115062	0.522579206822481
28	0	MSRB1	0.455731364029831	2.98091295070074	0.000278258186182502	0.529610858963054
29	0	GPR4	0.454597487492109	2.23949552104574	0.0108828941214811	0.523792248163967
30	0	C11orf24	0.451314560912268	3.25953773997884	0.00814768895419618	0.524296895157822
31	0	ZDHHC1	0.448859045494179	4.05943679682755	0.00134995190518163	0.527253073903911
32	0	THAP11	0.445966486465055	3.69127115228703	1.16177793743083e-06	0.536631953764676
33	0	WAC-AS1	0.445238317408862	3.11133265105121	0.0299741059870677	0.521922949010901
34	0	MYCBP	0.438326309890767	2.63720152498847	0.0415709349793802	0.521282264048273
35	0	EMC9	0.436002880068708	3.41877501666522	0.0287136581402407	0.522003630610042
36	0	ING2	0.432567495873008	2.63707690144766	0.0242950377875541	0.522322858533578
37	0	COQ9	0.429159191494442	3.3673021535828	0.00140772971275383	0.527186293317056
38	0	LASP1NB	0.423663256636432	3.113075171012	0.00835081778316003	0.524252622446091
39	0	CCDC71	0.422909870439854	3.08105998430506	0.000606837994262789	0.528471037875583
40	0	YAE1	0.421523921809646	3.11174652614734	0.0382987489124801	0.521446785160258
41	0	ENOPH1	0.421515893912477	3.94050050997887	3.85729960698737e-08	0.540399592492908
42	0	RARA-AS1	0.41914218242206	2.45287843076657	0.000664093381887713	0.52833518566644
43	0	FMOD	0.417657201096485	3.23019981353141	3.18763593405175e-06	0.535441791817573
44	0	SCO2	0.416944249569933	1.42169838047698	8.14397672271988e-05	0.531323593708272
45	0	ZFYVE21	0.415070076802531	4.41020912722584	6.60692417616104e-22	0.565854853741227
46	0	MRPL48	0.414661881732206	2.83736540465207	0.0414483060581256	0.521288146436545
