Gene_Name	Age	term	estimate	std.error	statistic	p.value	p.bonf	p.bonf.sig	p.bonf.cat	p.fdr	log.p.bonf
AGTR1	31wk	Epithelial	-0.227773519754094	0.058551143489647	-3.8901634738247	0.000109075137520998	0.00185427733785697	TRUE	<= 0.005	0.000264896762550996	2.73182530940776
AGTR1	31wk	Immune	0.764826572086624	0.0524979350782989	14.5686981963369	1.60689313650241e-42	2.7317183320541e-41	TRUE	<= 0.005	6.82929583013524e-42	40.5635640828606
AGTR1	31wk	Mesenchymal	0.12953111861168	0.0480562679777071	2.69540528348495	0.0071877884221639	0.122192403176786	FALSE	> 0.05	0.0122192403176786	0.912955793773977
AGTR1	31wk	Unclassified	0.0715293056358416	0.0529298548496673	1.35139810677737	0.176975412994087	1	FALSE	> 0.05	0.200572134726632	0
AGTR1	3yr	Epithelial	0.27472634963917	0.19716982534467	1.39334885121962	0.16485936644012	1	FALSE	> 0.05	0.200186373534432	0
AGTR1	3yr	Immune	-0.394653642729135	0.176168709783626	-2.24020283291997	0.0260336862747284	0.442572666670383	FALSE	> 0.05	0.0402338787882166	0.354015411648674
AGTR1	3yr	Mesenchymal	-0.0227854188631519	0.167430555059016	-0.136088773373059	0.891870139559543	1	FALSE	> 0.05	0.947612023282014	0
AGTR1	31yr	Immune	0.800988054045152	0.0985583658874988	8.12704276123504	3.9634631557494e-13	6.73788736477397e-12	TRUE	<= 0.005	1.34757747295479e-12	11.1714762532638
AGTR1	31yr	Mesenchymal	1.25586162064426	0.0461086673180757	27.2369967229986	6.25209169228413e-54	1.0628555876883e-52	TRUE	<= 0.005	3.54285195896101e-53	51.973525739927
AGTR1	31yr	Unclassified	0.370809527788664	0.175114191836645	2.1175298466647	0.0362283685312017	0.615882265030429	FALSE	> 0.05	0.0513235220858691	0.210502301690419
AGTR2	31wk	Epithelial	0.421014134493783	0.0217876565790267	19.3235161829685	7.94527891196e-68	1.3506974150332e-66	TRUE	<= 0.005	1.3506974150332e-66	65.8694419312886
AGTR2	31wk	Immune	-1.54673922563799e-14	0.0195351774948044	-7.91771268036523e-13	0.999999999999369	1	FALSE	> 0.05	0.999999999999369	0
AGTR2	31wk	Mesenchymal	0.0520646261597652	0.0178823742930503	2.9115052233304	0.00370360659860535	0.0629613121762909	FALSE	> 0.05	0.00699570135292122	1.20092622942625
AGTR2	31wk	Unclassified	0.0667350243061956	0.0196959005667617	3.38826976100884	0.000740073124261822	0.012581243112451	TRUE	<= 0.05	0.00157265538905637	1.90027644551991
AGTR2	3yr	Epithelial	0	0							
AGTR2	3yr	Immune	0	0							
AGTR2	3yr	Mesenchymal	0	0							
AGTR2	31yr	Immune	-0.192653301217469	0.047597929161392	-4.04751434803461	9.0857690509497e-05	0.00154458073866145	TRUE	<= 0.005	0.000257430123110242	2.81118938523325
AGTR2	31yr	Mesenchymal	-0.619483476295331	0.0222677908766985	-27.8197096301803	6.63605711054714e-55	1.12812970879301e-53	TRUE	<= 0.005	5.64064854396507e-54	52.9476409636732
AGTR2	31yr	Unclassified	-0.145544791686255	0.0845699177653703	-1.72099956499961	0.0877652971756169	1	FALSE	> 0.05	0.114770003998884	0
AGTR1	31wk	Alveolar macrophages	-0.0378080643626722	0.130689904143999	-0.289295983575089	0.772436577685125	1	FALSE	> 0.05	0.80333404079253	0
AGTR1	31wk	alveolar type 1 cells	-0.157473593456457	0.130689904143995	-1.20494076790317	0.228614514016539	1	FALSE	> 0.05	0.283046541163334	0
AGTR1	31wk	alveolar type 2 cells	-0.17165607823807	0.0969222269391381	-1.77107030718414	0.0769639445262827	1	FALSE	> 0.05	0.103503235742242	0
AGTR1	31wk	AT1/AT2-like	-0.0990786659448594	0.113180777006856	-0.875401888598605	0.381641639496466	1	FALSE	> 0.05	0.437765410010653	0
AGTR1	31wk	AT2/Club-like	-0.916642946339296	0.172886492615941	-5.30199284206415	1.51710037710582e-07	1.18333829414254e-05	TRUE	<= 0.005	6.96081349495613e-07	4.92689108100467
AGTR1	31wk	B cells	0.454602330554429	0.103319441071028	4.39996892977681	1.24316080341263e-05	0.000969665426661853	TRUE	<= 0.005	3.87866170664741e-05	3.01337808884654
AGTR1	31wk	Cap1	0.094637627754047	0.113180777006857	0.83616343920588	0.403335083055835	1	FALSE	> 0.05	0.449430521119359	0
AGTR1	31wk	Cap2	0.190166005424771	0.172886492615942	1.09994715346106	0.271715765111954	1	FALSE	> 0.05	0.331153588730194	0
AGTR1	31wk	chondrocytes	0.799185845412037	0.0812344345604767	9.83801819679148	1.54606976809242e-21	1.20593441911209e-19	TRUE	<= 0.005	4.01978139704029e-20	18.9186763092706
AGTR1	31wk	club cells	-0.385164089565197	0.113180777006856	-3.40308751849146	0.000702440655631565	0.0547903711392621	FALSE	> 0.05	0.00161148150409594	1.26129575772941
AGTR1	31wk	enucleated erythrocytes	0.83381027548227	0.0724937154733334	11.5018284004078	2.89360265370664e-28	2.25701006989118e-26	TRUE	<= 0.005	1.12850503494559e-26	25.6464665032668
AGTR1	31wk	lymphatics	-0.216987881964777	0.113180777006854	-1.91717964572408	0.0556030074398094	1	FALSE	> 0.05	0.0774470460768774	0
AGTR1	31wk	mast cells	0.494087683725132	0.172886492615943	2.85787325689299	0.00438567320754486	0.342082510188499	FALSE	> 0.05	0.00814482167115473	0.46586912962317
AGTR1	31wk	matrix fibroblast 1	0.138353091851166	0.0657810745014026	2.10323551112282	0.0357849916155115	1	FALSE	> 0.05	0.0534060281838619	0
AGTR1	31wk	matrix fibroblast 2	-0.098275510285805	0.0667207861488868	-1.47293693552267	0.141196716986982	1	FALSE	> 0.05	0.181215929907674	0
AGTR1	31wk	myofibroblasts	0.0164226581676984	0.0781021561920372	0.210271508091511	0.833514126216725	1	FALSE	> 0.05	0.84433898499876	0
AGTR1	31wk	NK cells	1.22900087618004	0.172886492615943	7.10871542122261	2.78126029884797e-12	2.16938303310142e-10	TRUE	<= 0.005	4.33876606620283e-11	9.66366376081388
AGTR1	31wk	pericytes	0.245187335758695	0.0694759989191099	3.52909406950973	0.00044296971234874	0.0345516375632017	TRUE	<= 0.05	0.00111456895365167	1.4615313645616
AGTR1	31wk	unclassified	0.04626005460616	0.0713891249890563	0.647998621824424	0.517188483776699	1	FALSE	> 0.05	0.552612352528528	0
AGTR1	31wk	vascular smooth muscle	0.442090751517995	0.113180777006854	3.90605863654057	0.000102471234360419	0.00799275628011266	TRUE	<= 0.01	0.000285455581432595	2.09730342959436
AGTR1	3yr	alveolar type 1 cells	0.979977548871983	0.173867733737173	5.6363393472038	5.36530065535731e-08	4.1849345111787e-06	TRUE	<= 0.005	2.98923893655622e-07	5.37831133376541
AGTR1	3yr	alveolar type 2 cells	1.47576915178492	0.233268043038092	6.32649518795822	1.41419972881432e-09	1.10307578847517e-07	TRUE	<= 0.005	1.37884473559396e-08	6.95739464768147
AGTR1	3yr	AT1/AT2-like	0.196380509888033	0.233268043038092	0.84186632395233	0.400789609433193	1	FALSE	> 0.05	0.449430521119359	0
AGTR1	3yr	Cap1	0.614978271386417	0.233268043038094	2.636358857291	0.00898555014924056	0.700872911640764	FALSE	> 0.05	0.0152363676443644	0.154360724939097
AGTR1	3yr	Cap2	0.768285533204939	0.233268043038093	3.29357387835366	0.00115502141952274	0.0900916707227735	FALSE	> 0.05	0.00250254640896593	1.04531535914692
AGTR1	3yr	ciliated cells	1.19968650025722	0.233268043038094	5.14295265066081	6.03459687176789e-07	4.70698555997895e-05	TRUE	<= 0.005	2.47736082104156e-06	4.32725713401358
AGTR1	3yr	Interstitial macrophages	-0.1746052924775	0.233268043038093	-0.74851784326491	0.454958382169444	1	FALSE	> 0.05	0.499813433932629	0
AGTR1	3yr	mast cells	0.705656294856089	0.233268043038094	3.0250877302591	0.00278550334544263	0.217269260944525	FALSE	> 0.05	0.00543173152361312	0.663001712917792
AGTR1	3yr	matrix fibroblast 1	0.630378442501146	0.0815054191382644	7.7341905503459	3.86205581458298e-13	3.01240353537472e-11	TRUE	<= 0.005	7.5310088384368e-12	10.5210868513798
AGTR1	3yr	matrix fibroblast 2	0.366161250358563	0.0824021878900677	4.44358650824972	1.41043647103281e-05	0.00110014044740559	TRUE	<= 0.005	4.23130941309843e-05	2.95855186789665
AGTR1	3yr	monocytes	0.390264248280918	0.13467736744138	2.89777158326759	0.00414361181508963	0.323201721576991	FALSE	> 0.05	0.00788296881895101	0.490526334563924
AGTR1	3yr	myofibroblasts	1.45475535195565	0.233268043038093	6.23641083883098	2.30908862713132e-09	1.80108912916243e-07	TRUE	<= 0.005	1.80108912916243e-08	6.74446479503963
AGTR1	3yr	NK cells	0.918640241195411	0.233268043038093	3.93813155557444	0.00011066379332403	0.00863177587927437	TRUE	<= 0.01	0.000297647444112909	2.06389984446718
AGTR1	3yr	pericytes	1.06326025115182	0.0830334803382508	12.8051991416047	2.46904847060942e-28	1.92585780707535e-26	TRUE	<= 0.005	1.12850503494559e-26	25.7153757815325
AGTR1	3yr	T cells	1.01894108796662	0.173867733737174	5.86043808166788	1.69935066763843e-08	1.32549352075797e-06	TRUE	<= 0.005	1.02280438234157e-07	5.87762239083239
AGTR1	3yr	vascular smooth muscle	0.589339456219698	0.118774273826253	4.96184432229662	1.40964327652879e-06	0.000109952175569246	TRUE	<= 0.005	4.99782616223844e-06	3.95879617304834
AGTR1	31yr	alveolar type 1 cells	-0.413668150225186	0.170180295796221	-2.43076408046984	0.016611722275601	1	FALSE	> 0.05	0.0275683901595081	0
AGTR1	31yr	alveolar type 2 cells	-0.737885801831677	0.120876478249277	-6.10446145121782	1.43289978071772e-08	1.11766182895982e-06	TRUE	<= 0.005	1.01605620814529e-07	5.95168958109454
AGTR1	31yr	AT2/Club-like	-0.0269310240394204	0.277903259317768	-0.096907909988296	0.922968213974879	1	FALSE	> 0.05	0.922968213974879	0
AGTR1	31yr	ciliated cells	-0.575078158136778	0.212252120283102	-2.70941066392994	0.00777140104337816	0.606169281383497	FALSE	> 0.05	0.0134704284751888	0.217406075991607
AGTR1	31yr	matrix fibroblast 1	0.634680407688541	0.120876478249277	5.25065270663889	7.02667083082908e-07	5.48080324804668e-05	TRUE	<= 0.005	2.63553548788028e-06	4.26115578811597
AGTR1	31yr	matrix fibroblast 2	0.22083193862644	0.12623943488798	1.74931025968547	0.0829052153779121	1	FALSE	> 0.05	0.109603505075884	0
AGTR1	31yr	myofibroblasts	1.87971793618045	0.277903259317768	6.7639290765967	5.90161880466687e-10	4.60326266764016e-08	TRUE	<= 0.005	7.67210444606693e-09	7.33693424303955
AGTR1	31yr	pericytes	0.801959456643488	0.132169363266612	6.06766528053689	1.70467397056928e-08	1.32964569704404e-06	TRUE	<= 0.005	1.02280438234157e-07	5.87626406754234
AGTR1	31yr	T cells	0.406472481625084	0.212252120283102	1.91504556507106	0.057970528618859	1	FALSE	> 0.05	0.079328091794228	0
AGTR1	31yr	unclassified	-0.314043531506467	0.212252120283102	-1.47957782983555	0.141720150312412	1	FALSE	> 0.05	0.181215929907674	0
AGTR1	31yr	vascular smooth muscle	1.02683741501487	0.277903259317768	3.69494556319952	0.000338257192849257	0.0263840610422421	TRUE	<= 0.05	0.000879468701408069	1.57865835691339
AGTR2	31wk	Alveolar macrophages	-0.205379265947608	0.0740168761314278	-2.77476268497102	0.00566467077922673	0.441844320779685	FALSE	> 0.05	0.010041916381361	0.354730722813531
AGTR2	31wk	alveolar type 1 cells	-0.205379265947592	0.074016876131426	-2.77476268497087	0.0056646707792293	0.441844320779886	FALSE	> 0.05	0.010041916381361	0.354730722813334
AGTR2	31wk	alveolar type 2 cells	0.293786570253446	0.0548923844785431	5.35204606329834	1.1637089737268e-07	9.07692999506903e-06	TRUE	<= 0.005	6.05128666337935e-07	5.04206101399521
AGTR2	31wk	AT1/AT2-like	0.308668339044169	0.0641004950385826	4.81538151707533	1.78492248237913e-06	0.000139223953625572	TRUE	<= 0.005	6.05321537502487e-06	3.85628603748092
AGTR2	31wk	AT2/Club-like	0.382699655412552	0.097915123532813	3.90848360911584	0.000101469161084176	0.00791459456456576	TRUE	<= 0.01	0.000285455581432595	2.10157132753336
AGTR2	31wk	B cells	-0.205379265947605	0.0585154784664657	-3.50982802038106	0.000475760426169369	0.0371093132412108	TRUE	<= 0.05	0.00115966603878784	1.43051708279248
AGTR2	31wk	Cap1	-0.205379265947609	0.0641004950385829	-3.20401996621069	0.0014138180004874	0.110277804038017	FALSE	> 0.05	0.00282763600097638	0.957511890586457
AGTR2	31wk	Cap2	-0.205379265947587	0.0979151235328135	-2.09752343190131	0.0362887114582651	1	FALSE	> 0.05	0.0534060281838619	0
AGTR2	31wk	chondrocytes	-0.205379265947609	0.0460075253697054	-4.46403635703573	9.30739623862372e-06	0.000725976906612651	TRUE	<= 0.005	3.02490377755271e-05	3.13907719402471
AGTR2	31wk	club cells	0.217336389243256	0.0641004950385826	3.39055711055647	0.000734826614730674	0.0573164759489926	FALSE	> 0.05	0.00163761359854265	1.24172051965214
AGTR2	31wk	enucleated erythrocytes	-0.205379265947603	0.041057175714082	-5.0022745689534	7.09567246736997e-07	5.53462452454858e-05	TRUE	<= 0.005	2.63553548788028e-06	4.25691183683546
AGTR2	31wk	lymphatics	-0.205379265947597	0.0641004950385813	-3.20401996621059	0.00141381800048792	0.110277804038058	FALSE	> 0.05	0.00282763600097638	0.957511890586299
AGTR2	31wk	mast cells	-0.205379265947601	0.0979151235328143	-2.09752343190143	0.0362887114582541	1	FALSE	> 0.05	0.0534060281838619	0
AGTR2	31wk	matrix fibroblast 1	-0.197674231896637	0.0372554381691015	-5.30591617254369	1.48600665876799e-07	1.15908519383903e-05	TRUE	<= 0.005	6.96081349495613e-07	4.93588464181517
AGTR2	31wk	matrix fibroblast 2	-0.0130860263292075	0.0377876485266396	-0.346304330632854	0.729213259297647	1	FALSE	> 0.05	0.768630192232654	0
AGTR2	31wk	myofibroblasts	0.0113176814939112	0.0442335439629206	0.255861965376286	0.798129110671121	1	FALSE	> 0.05	0.819132508320361	0
AGTR2	31wk	NK cells	-0.205379265947597	0.0979151235328139	-2.0975234319014	0.0362887114582571	1	FALSE	> 0.05	0.0534060281838619	0
AGTR2	31wk	pericytes	-0.205379265947599	0.0393480769596165	-5.21955027582117	2.3370448780536e-07	1.82289500488181e-05	TRUE	<= 0.005	1.01271944715656e-06	4.73923834512102
AGTR2	31wk	unclassified	-0.138644241641393	0.0404315854086472	-3.42910722496035	0.000639391119202386	0.0498725072977861	TRUE	<= 0.05	0.00151128809993291	1.30213879744796
AGTR2	31wk	vascular smooth muscle	-0.205379265947594	0.0641004950385816	-3.20401996621053	0.00141381800048819	0.110277804038079	FALSE	> 0.05	0.00282763600097638	0.957511890586215
AGTR2	3yr	alveolar type 1 cells	0	0							
AGTR2	3yr	alveolar type 2 cells	0	0							
AGTR2	3yr	AT1/AT2-like	0	0							
AGTR2	3yr	Cap1	0	0							
AGTR2	3yr	Cap2	0	0							
AGTR2	3yr	ciliated cells	0	0							
AGTR2	3yr	Interstitial macrophages	0	0							
AGTR2	3yr	mast cells	0	0							
AGTR2	3yr	matrix fibroblast 1	0	0							
AGTR2	3yr	matrix fibroblast 2	0	0							
AGTR2	3yr	monocytes	0	0							
AGTR2	3yr	myofibroblasts	0	0							
AGTR2	3yr	NK cells	0	0							
AGTR2	3yr	pericytes	0	0							
AGTR2	3yr	T cells	0	0							
AGTR2	3yr	vascular smooth muscle	0	0							
AGTR2	31yr	alveolar type 1 cells	0.145565395182238	0.111114231919837	1.31005176085144	0.192789121259583	1	FALSE	> 0.05	0.242541152552378	0
AGTR2	31yr	alveolar type 2 cells	0.519897027559198	0.0789227505746381	6.58741647717315	1.40475038767359e-09	1.0957053023854e-07	TRUE	<= 0.005	1.37884473559396e-08	6.96030623668889
AGTR2	31yr	AT2/Club-like	-0.168666696889147	0.181448780909916	-0.929555415271076	0.35454843268853	1	FALSE	> 0.05	0.412757876861276	0
AGTR2	31yr	ciliated cells	0.0930766951709792	0.138583795546191	0.671627550711411	0.503167789781901	1	FALSE	> 0.05	0.545098438930392	0
AGTR2	31yr	matrix fibroblast 1	-0.168666696889147	0.0789227505746381	-2.1371112342269	0.0347073654214602	1	FALSE	> 0.05	0.0534060281838619	0
